EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
ABW,Aruba,0.03696955952074,0.041825239947248,0.05270835173768,0.057704308956039,0.056999429876631,0.071134018675684,0.070200481700066,0.081045396590921,0.085917158385903,0.089932496376556,0.093911555955102,0.097115004332474,0.096201439852056,0.098959970520229,0.11357401341471,0.11920755325898,0.12892179542649,0.1438383473145,0.1579957812775,0.21321751304707,0.22031767789303,0.246857486759,0.27200113256349,0.27355913981285,0.30906805266266,0.33872213189626,0.22957569135176,0.36872148363358,0.37776044262632,0.38273508173098,0.34803314619048,0.3510933622658,0.37648610365328,0.42681025852753,0.44115869321368,0.47827319877944,0.48773812420836,0.52282749914674,0.51530151916293,0.5507351851186,0.5289147747881,0.34091756471299,0.40571470348903,0.44053677564782,0.46992312834595,0.49151642823956,0.5150733614816,0.49668832510882,0.49496691759112,0.54001348922373,0.51908072717292,0.53833479944398,0.56749202966932,0.56950278847654,0.58871640278437
AFG,Afghanistan,15.299964082877,15.221080237672,13.278752228032,13.972048751738,15.242001770298,15.968871855733,16.124560870271,16.187782745786,15.833413130475,15.72380999277,15.648481416315,15.817483173777,15.812028744929,15.768510061069,14.699664948606,14.619474652269,12.949953768559,12.818525408874,13.085317642136,12.681892476042,12.931551907152,13.0139590178,12.065810261226,12.186092408755,12.247310633368,12.463462990516,13.735236089893,14.79739853187,15.647833388965,16.508477865401,14.36494047162,12.628446199973,15.22857195038,15.857564956621,15.993336269049,16.14491309459,16.338498178131,17.511647293268,20.859991932454,23.862502192454,27.768531219617,31.898807267665,29.759348225404,28.131944212952,28.354538031038,28.09308461619,27.164741407716,30.474594817225,31.935810418147,32.43616844578,32.400167958631,32.835845915722,31.91213908326,32.4351067419,33.034840089668
AGO,Angola,18.834350180053,18.721849826047,21.316779023183,22.878757106008,23.586100826654,22.421772222226,18.464447177816,23.132615150596,25.307983693772,25.833948102705,26.308006948534,24.9016624945,27.276839606073,28.851607324561,29.283552364935,31.64680164623,32.949494486126,34.668891374537,36.42461418409,37.309137628742,34.084534207584,33.399062463992,32.6614331455,36.630457421049,47.405674117287,54.625322823444,65.542517901029,67.282006905759,73.101045088935,73.837685792027,68.933003919726,67.211380261429,64.921622157878,65.375925232362,70.639252424552,68.698807817794,61.220942950481,59.728509631686,63.036149427156,64.538423691257,71.664962622102,70.561935977477,72.492007002206,77.026251777733,78.997615616043,83.536857859532,80.62550776334,75.433642680212,70.465116025569,71.208749443621,63.159221101756,66.601919421159,68.035237043701,68.280785052324,69.922938779033
AIA,Anguilla,0.0033975206072446,0.003447974068279,0.0035945835007911,0.0034804554737549,0.0037706817072,0.004050929789713,0.0039204643855029,0.004052564500436,0.0044495516984036,0.0047824950800024,0.0060333775877467,0.0083154744806432,0.0087525643097403,0.0077708147636304,0.0074530740761538,0.0052310942472122,0.0047389966360477,0.0078415553513109,0.0075600325676872,0.0079628460787143,0.0079697804930574,0.0095251596272412,0.0098964069971744,0.012027199350268,0.015335163432849,0.018773384899565,0.018620669716419,0.015908512270304,0.014769405094532,0.014082324491738,0.01788997799324,0.018437401879825,0.013278011326023,0.016661254167253,0.016071790095026,0.016328907231431,0.015512027314156,0.01506413999675,0.018104828438473,0.023189188167567,0.027190600881657,0.029273999145927,0.029319386547653,0.031312684926867,0.031292951744315,0.031417667438233,0.03181268102582,0.032560698188558,0.031682045383717,0.031036684467285,0.026124833006615,0.025313813010737,0.025155856380511,0.025157583778709,0.026035166405695
AIR,International Aviation,172.47801580991,172.46544671828,182.45982552657,190.29691479618,183.16210607023,177.1658343679,177.48307819842,193.59336651057,200.75019354587,207.53394813694,206.39357716268,205.57533586859,213.0557901704,214.94739923655,222.9847775086,229.08377063347,251.59985310978,265.98130911063,281.00743604534,295.12339582504,264.25668447704,257.13893563724,265.69654312255,270.89859408591,284.81687911951,295.64907021944,307.73357073825,322.56785468302,333.35150347321,347.52293619549,360.03745404435,353.82378968504,374.40667380989,372.28841261156,408.43537910648,434.71749753074,450.18298125884,465.3297605454,472.53514833205,449.6296157452,475.33423488585,488.25415434494,490.41729214884,498.90038438712,513.85705595312,543.59604084607,567.90592565966,597.7333715362,623.93239847463,633.21705347498,299.63633431364,330.74840748504,477.75147795964,578.33073647746,622.334162079
ALB,Albania,8.2309013782583,8.1826065309111,9.1151453410062,8.5953852829861,8.8659598954009,9.0471113702343,9.6586633486555,10.216358036622,11.240298116591,12.396616786123,12.578299855091,11.619556401783,12.264404009617,13.114930847646,13.428857862665,12.991776086364,13.216371630849,13.503803153082,13.399219876201,13.313284408518,11.498360472506,9.0525853792467,6.1713509264972,6.2093331132208,6.9072590996723,6.5494096708288,6.2823866226607,5.5292235829981,5.7888930010116,6.9985296022561,7.1976816905021,7.3853745388141,8.0069214744988,8.195193892095,8.4032652571337,7.9928831795349,8.0376910968768,7.9927804202399,7.7800718045485,7.7631700125032,8.0714879880719,8.5046158779579,8.1771543499761,8.4377162678676,8.9187607426059,8.7633432036849,8.3753887273751,9.1946570256507,9.191052348976,8.666245019669,7.9971952854319,8.4962829093712,7.6976185509826,7.2612471504801,7.1243105671217
ANT,Curaçao,15.07502611497,15.075833531431,14.652024309843,16.202904861149,14.668967087429,10.582464525703,11.256721231434,11.392973622239,9.6800372927617,9.5753811572272,9.0845264500638,8.4201075527439,7.6430591822289,7.1771268419065,7.0013289792823,4.6862653683326,4.474399004972,4.1537184995945,3.6458455866317,3.1335719743553,2.8440708178238,2.9467087818929,3.0806151716391,2.5576695145967,2.8659633732424,2.8727152719324,2.9027217544292,5.5237336210845,5.712968863836,5.6638057995268,5.8861424369801,5.8853413593818,5.6254343217576,5.6363745444351,5.8551906979961,6.1380761277358,5.9961158288398,6.483448643498,6.4160381604317,6.0842401627396,4.4403869372282,5.7135142519207,5.8003136240628,5.3301914308806,5.8713775695455,5.9369467262092,5.1617289447695,4.161296735615,3.3689648128614,2.6105129067609,2.1936295977255,2.3337414590687,2.4101833527464,2.4044571947322,2.4926653897091
ARE,United Arab Emirates,29.772724712117,35.818424158716,39.481944594093,50.687408416058,52.212710603362,53.081229552734,64.346586703677,65.392842333725,70.912594685163,56.386016771071,58.818566909076,53.927974092378,51.923382082013,49.799319505035,63.011667195982,65.14751563746,65.140594641843,68.730057526574,68.144866045498,77.133195236662,79.503672398918,87.88721719092,87.420938999746,94.052920285092,98.940663766675,103.98452467605,109.08385700967,110.86928855437,111.93719231514,114.68855924095,117.22602166017,129.74346713382,131.31441845415,139.41055000609,146.05180828036,155.51923290448,162.32498210109,172.83580578118,200.39141813479,201.4993130935,209.69325990118,217.38200154843,226.7172740012,238.5774506472,242.04974213197,254.20725548047,262.18945675797,254.2672090996,238.77950243206,251.89382791671,249.74903598251,255.3524567284,255.59272957856,254.30732072143,264.1483737417
ARG,Argentina,219.21390453776,222.45663518861,229.45163059467,237.34248724262,237.65775851249,238.17304847235,246.59469820565,257.13517088771,249.82518974752,255.67988578956,251.05589691492,245.25326587012,242.02525752296,248.11449413766,249.34105385443,240.93734803168,246.74146441886,250.85546355139,259.32664136893,258.51075951609,253.06522146757,256.9098521839,258.91468123194,260.77742710194,266.29932071482,269.11983443616,276.37382208733,281.28568712145,285.1706680227,291.77016398143,288.44532743907,285.50069655993,284.54133535089,305.89949656291,324.6532995456,329.38456757398,342.68152704837,354.36305793046,357.01589729525,333.4521471041,337.31050946061,343.82549654953,351.325161647,360.02368212078,359.81270629699,366.04081420398,369.18272108148,372.69642735553,372.51051459041,369.60200289539,354.15827230152,371.31818034915,383.5353557076,377.67454464453,374.34460684858
ARM,Armenia,12.65996279803,12.821225568588,13.627031629655,14.656715551793,15.676470868356,16.932560615161,17.368689451222,17.966635576593,18.653523463776,19.305247149897,20.42429598525,20.861259253194,21.444297953741,21.510319914412,21.555064574902,21.612983150588,21.844787102104,22.096893025559,22.025992060558,21.634014337678,24.306832334558,24.869458844378,14.0199011444,7.6785633721258,5.2809225985126,5.960355588289,5.001173987177,5.702818897737,5.7266425678223,5.3527584366019,5.8624767057011,5.9983794418202,5.5471873248885,5.9939654232972,6.4778987621579,7.22003180908,7.18926183286,8.1343789849869,8.6113741149986,7.3395963175701,7.0714426791935,7.6980368916612,8.5676428946668,8.6110695948695,8.9684956588992,8.8965283311445,8.7313130572345,8.9353274636354,9.0795484439027,9.5602776177122,10.28177646652,10.908034824019,11.221545290367,10.725980572744,10.780575284995
